Date & Year,Stadium,Match format,Country,Bowler name,Bowling Hand,Over number,Bowler type,Delivery type,Speed of delivery,Shot played,Runs/W,Unnamed: 12
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,48.3,Fast,Good Length,,Back Foot Defence,1,
,Eden Gardens,ODI,South Africa,Kagiso Rabada,Right,48.6,Fast,Yorker,,Forward Defence,0,Not Out
2023-11-12 00:00:00,Bengaluru,ODI,Netherlands,Paul van Meekeren,Right,11.6,Fast,Good Length,138.6,On Drive,0,
,Bengaluru,ODI,Netherlands,Roelof van der Merwe,Left,12.2,Spin,Off Spin,,Square Drive,1,
,Bengaluru,ODI,Netherlands,Roelof van der Merwe,Left,12.5,Spin,Off Spin,,Front Foot Defence,0,
,Bengaluru,ODI,Netherlands,Roelof van der Merwe,Left,12.6,Spin,Full Ball,,On Drive,1,
,Bengaluru,ODI,Netherlands,Paul van Meekeren,Right,13.1,Fast,Good Length,,Back Foot Defence,0,
,Bengaluru,ODI,Netherlands,Paul van Meekeren,Right,13.2,Fast,Inswinger,,Square Drive,0,
,Bengaluru,ODI,Netherlands,Paul van Meekeren,Right,13.3,Fast,Short Ball,,Pull Shot,0,
,Bengaluru,ODI,Netherlands,Paul van Meekeren,Right,13.4,Fast,Short Ball,,Pull Shot,1,
,Bengaluru,ODI,Netherlands,Roelof van der Merwe,Left,14.1,Spin,Full Ball,,Straight Drive,1,
,Bengaluru,ODI,Netherlands,Roelof van der Merwe,Left,14.5,Spin,Off Spin,,Flick,1,
,Bengaluru,ODI,Netherlands,Bas de Leede,Right,15.3,Fast,Full Ball,,Straight Drive,0,
,Bengaluru,ODI,Netherlands,Bas de Leede,Right,15.4,Fast,Good Length,,Cover Drive,0,
,Bengaluru,ODI,Netherlands,Bas de Leede,Right,15.5,Fast,Short Ball,,Flick,1,
,Bengaluru,ODI,Netherlands,Roelof van der Merwe,Left,16.1,Spin,Off Spin,,Cover Drive,0,
,Bengaluru,ODI,Netherlands,Roelof van der Merwe,Left,16.2,Spin,Off Spin,,Front Foot Defence,0,
,Bengaluru,ODI,Netherlands,Roelof van der Merwe,Left,16.3,Spin,Off Spin,,Leave,0,
,Bengaluru,ODI,Netherlands,Roelof van der Merwe,Left,16.4,Spin,Full Ball,,Square Drive,1,
,Bengaluru,ODI,Netherlands,Bas de Leede,Right,17.1,Fast,Slower Ball,,Cover Drive,0,
,Bengaluru,ODI,Netherlands,Bas de Leede,Right,17.2,Fast,Good Length,,Flick,4,
,Bengaluru,ODI,Netherlands,Bas de Leede,Right,17.3,Fast,Good Length,,Pull Shot,1,
,Bengaluru,ODI,Netherlands,Aryan Dutt,Right,18.2,Spin,Off Spin,,Flick,1,
,Bengaluru,ODI,Netherlands,Aryan Dutt,Right,18.6,Spin,Off Spin,,Leave,0,
,Bengaluru,ODI,Netherlands,Bas de Leede,Right,19.2,Fast,Good Length,,Flick,1,
,Bengaluru,ODI,Netherlands,Aryan Dutt,Right,20.1,Spin,Good Length,,Paddle Sweep,0,
,Bengaluru,ODI,Netherlands,Aryan Dutt,Right,20.2,Spin,Good Length,,Paddle Sweep,0,
,Bengaluru,ODI,Netherlands,Aryan Dutt,Right,20.3,Spin,Good Length,,Paddle Sweep,4,
,Bengaluru,ODI,Netherlands,Aryan Dutt,Right,20.4,Spin,Full Ball,,Straight Drive,1,
,Bengaluru,ODI,Netherlands,Aryan Dutt,Right,20.6,Spin,Full Ball,,Straight Drive,1,
,Bengaluru,ODI,Netherlands,Fred Klaassen van Beek,Left,21.1,Fast,Good Length,,Cover Drive,0,
,Bengaluru,ODI,Netherlands,Fred Klaassen van Beek,Left,21.2,Fast,Good Length,,Cover Drive,0,
,Bengaluru,ODI,Netherlands,Fred Klaassen van Beek,Left,21.3,Fast,Slower Ball,,Scoop Shot,6,
,Bengaluru,ODI,Netherlands,Fred Klaassen van Beek,Left,21.400000000000002,Fast,Good Length,,Straight Drive,4,
,Bengaluru,ODI,Netherlands,Fred Klaassen van Beek,Left,21.500000000000004,Fast,Short Ball,,Back Foot Defence,0,
,Bengaluru,ODI,Netherlands,Fred Klaassen van Beek,Left,21.600000000000005,Fast,Slower Ball,,Flick,1,
,Bengaluru,ODI,Netherlands,Aryan Dutt,Right,22.1,Spin,Good Length,,Cover Drive,4,
,Bengaluru,ODI,Netherlands,Aryan Dutt,Right,22.2,Spin,Good Length,,Flick,1,
,Bengaluru,ODI,Netherlands,Aryan Dutt,Right,22.4,Spin,Off Spin,,Front Foot Defence,0,
,Bengaluru,ODI,Netherlands,Aryan Dutt,Right,22.5,Spin,Good Length,,Front Foot Defence,0,
,Bengaluru,ODI,Netherlands,Aryan Dutt,Right,22.6,Spin,Good Length,,Straight Drive,1,
,Bengaluru,ODI,Netherlands,Fred Klaassen van Beek,Left,23.1,Fast,Full Ball,,Straight Drive,1,
,Bengaluru,ODI,Netherlands,Fred Klaassen van Beek,Left,23.4,Fast,Short Ball,,Pull Shot,4,
,Bengaluru,ODI,Netherlands,Fred Klaassen van Beek,Left,23.5,Fast,Slower Ball,,Flick,2,
,Bengaluru,ODI,Netherlands,Fred Klaassen van Beek,Left,23.6,Fast,Good Length,,Pull Shot,0,
,Bengaluru,ODI,Netherlands,Aryan Dutt,Right,24.3,Spin,Off Spin,,Flick,1,
,Bengaluru,ODI,Netherlands,Aryan Dutt,Right,24.5,Spin,Good Length,,Front Foot Defence,0,
,Bengaluru,ODI,Netherlands,Aryan Dutt,Right,24.6,Spin,Full Ball,,Flick,0,
,Bengaluru,ODI,Netherlands,Paul van Meekeren,Right,25.4,Fast,Good Length,,Flick,1,
,Bengaluru,ODI,Netherlands,Roelof van der Merwe,Left,26.1,Spin,Off Spin,,Front Foot Defence,0,
,Bengaluru,ODI,Netherlands,Roelof van der Merwe,Left,26.2,Spin,Short Ball,,Flick,1,
,Bengaluru,ODI,Netherlands,Roelof van der Merwe,Left,26.4,Spin,Good Length,,Straight Drive,1,
,Bengaluru,ODI,Netherlands,Roelof van der Merwe,Left,26.6,Spin,Full Ball,,Front Foot Defence,0,
,Bengaluru,ODI,Netherlands,Paul van Meekeren,Right,27.3,Fast,Good Length,,Pull Shot,1,
,Bengaluru,ODI,Netherlands,Paul van Meekeren,Right,27.6,Fast,Short Ball,,Pull Shot,1,
,Bengaluru,ODI,Netherlands,Roelof van der Merwe,Left,28.1,Spin,Full Ball,,Front Foot Defence,0,
,Bengaluru,ODI,Netherlands,Roelof van der Merwe,Left,28.2,Spin,Good Length,,Flick,1,
,Bengaluru,ODI,Netherlands,Roelof van der Merwe,Left,28.4,Spin,Good Length,,Leave,W,Bowled
2023-11-15 00:00:00,Wankhede,ODI,New Zealand,Tim Southee,Right,8.3,Fast,Good Length,,Front Foot Defence,0,
,Wankhede,ODI,New Zealand,Tim Southee,Right,8.4,Fast,Short Ball,,Flick,4,
,Wankhede,ODI,New Zealand,Tim Southee,Right,8.5,Fast,Good Length,,Flick,0,
,Wankhede,ODI,New Zealand,Tim Southee,Right,8.6,Fast,Good Length,,Flick,0,
,Wankhede,ODI,New Zealand,Lockie Ferguson,Right,9.6,Fast,Short Ball,,Back Foot Defence,0,
,Wankhede,ODI,New Zealand,Tim Southee,Right,10.5,Fast,Good Length,,Flick,0,
,Wankhede,ODI,New Zealand,Tim Southee,Right,10.6,Fast,Full Ball,,On Drive,0,
,Wankhede,ODI,New Zealand,Lockie Ferguson,Right,12.4,Fast,Good Length,,Cover Drive,0,
,Wankhede,ODI,New Zealand,Lockie Ferguson,Right,12.5,Fast,Short Ball,,Back Foot Defence,1,
,Wankhede,ODI,New Zealand,Rachin Rabindra,Left,13.1,Spin,Full Ball,,Off Drive,2,
,Wankhede,ODI,New Zealand,Rachin Rabindra,Left,13.2,Spin,Short Ball,,Straight Drive,1,
,Wankhede,ODI,New Zealand,Rachin Rabindra,Left,13.4,Spin,Full Ball,,Flick,2,
,Wankhede,ODI,New Zealand,Rachin Rabindra,Left,13.5,Spin,Full Ball,,Cover Drive,4,
,Wankhede,ODI,New Zealand,Rachin Rabindra,Left,13.6,Spin,Short Ball,,Back Foot Defence,0,
,Wankhede,ODI,New Zealand,Mitchell Santner,Left,14.3,Spin,Good Length,,Back Foot Defence,0,
,Wankhede,ODI,New Zealand,Mitchell Santner,Left,14.4,Spin,Short Ball,,Straight Drive,1,
,Wankhede,ODI,New Zealand,Mitchell Santner,Left,14.6,Spin,Full Ball,,Cover Drive,1,
,Wankhede,ODI,New Zealand,Rachin Rabindra,Left,15.1,Spin,Full Ball,,Off Drive,1,
,Wankhede,ODI,New Zealand,Rachin Rabindra,Left,15.3,Spin,Full Ball,,Cover Drive,0,
,Wankhede,ODI,New Zealand,Rachin Rabindra,Left,15.4,Spin,Good Length,,Forward Defence,0,
,Wankhede,ODI,New Zealand,Rachin Rabindra,Left,15.5,Spin,Good Length,,Cover Drive,0,
,Wankhede,ODI,New Zealand,Rachin Rabindra,Left,15.6,Spin,Good Length,,Cover Drive,1,
,Wankhede,ODI,New Zealand,Mitchell Santner,Left,16.1,Spin,Good Length,,Cover Drive,0,
,Wankhede,ODI,New Zealand,Mitchell Santner,Left,16.2,Spin,Good Length,,Cover Drive,1,
,Wankhede,ODI,New Zealand,Glenn Phillips,Right,17.1,Spin,Good Length,,Flick,0,
,Wankhede,ODI,New Zealand,Glenn Phillips,Right,17.2,Spin,Short Ball,,Straight Drive,1,
,Wankhede,ODI,New Zealand,Glenn Phillips,Right,17.4,Spin,Short Ball,,Flick,2,
,Wankhede,ODI,New Zealand,Glenn Phillips,Right,17.5,Spin,Good Length,,Flick,1,
,Wankhede,ODI,New Zealand,Mitchell Santner,Left,18.4,Spin,Short Ball,,Straight Drive,1,
,Wankhede,ODI,New Zealand,Mitchell Santner,Left,18.6,Spin,Short Ball,,Pull Shot,1,
,Wankhede,ODI,New Zealand,Glenn Phillips,Right,19.1,Spin,Good Length,,Flick,0,
,Wankhede,ODI,New Zealand,Glenn Phillips,Right,19.2,Spin,Short Ball,,Flick,1,
,Wankhede,ODI,New Zealand,Glenn Phillips,Right,19.5,Spin,Short Ball,,Back Foot Defence,0,
,Wankhede,ODI,New Zealand,Glenn Phillips,Right,19.6,Spin,Full Ball,,Forward Defence,0,
,Wankhede,ODI,New Zealand,Mitchell Santner,Left,20.2,Spin,Full Ball,,Forward Defence,0,
,Wankhede,ODI,New Zealand,Mitchell Santner,Left,20.3,Spin,Good Length,,Back Foot Defence,0,
,Wankhede,ODI,New Zealand,Mitchell Santner,Left,20.4,Spin,Good Length,,Flick,1,
,Wankhede,ODI,New Zealand,Glenn Phillips,Right,21.3,Spin,Good Length,,Flick,1,
,Wankhede,ODI,New Zealand,Glenn Phillips,Right,21.6,Spin,Good Length,,Flick,1,
,Wankhede,ODI,New Zealand,Mitchell Santner,Left,22.1,Spin,Full Ball,,Off Drive,1,
,Wankhede,ODI,New Zealand,Mitchell Santner,Left,22.3,Spin,Short Ball,,Pull Shot,4,
,Wankhede,ODI,New Zealand,Mitchell Santner,Left,22.4,Spin,Short Ball,,Flick,1,
,Wankhede,ODI,New Zealand,Lockie Ferguson,Right,23.3,Fast,Good Length,,Flick,1,
,Wankhede,ODI,New Zealand,Lockie Ferguson,Right,23.4,Fast,Good Length,,Back Foot Defence,0,
,Wankhede,ODI,New Zealand,Lockie Ferguson,Right,23.5,Fast,Short Ball,,Pull Shot,4,
,Wankhede,ODI,New Zealand,Lockie Ferguson,Right,23.6,Fast,Good Length,,Off Drive,1,
,Wankhede,ODI,New Zealand,Rachin Rabindra,Left,24.1,Spin,Full Ball,,Forward Defence,0,
,Wankhede,ODI,New Zealand,Rachin Rabindra,Left,24.2,Spin,Full Ball,,Off Drive,1,
,Wankhede,ODI,New Zealand,Rachin Rabindra,Left,24.4,Spin,Good Length,,Square Drive,2,
,Wankhede,ODI,New Zealand,Rachin Rabindra,Left,24.5,Spin,Full Ball,,Forward Defence,0,
,Wankhede,ODI,New Zealand,Rachin Rabindra,Left,24.6,Spin,Full Ball,,Off Drive,1,
,Wankhede,ODI,New Zealand,Lockie Ferguson,Right,25.1,Fast,Full Ball,,Forward Defence,0,
,Wankhede,ODI,New Zealand,Lockie Ferguson,Right,25.2,Fast,Good Length,,Flick,2,
,Wankhede,ODI,New Zealand,Lockie Ferguson,Right,25.3,Fast,Good Length,,Flick,0,
,Wankhede,ODI,New Zealand,Lockie Ferguson,Right,25.400000000000002,Fast,Inswinger,,Flick,0,
,Wankhede,ODI,New Zealand,Lockie Ferguson,Right,25.500000000000004,Fast,Bouncer,,Leave,0,
,Wankhede,ODI,New Zealand,Lockie Ferguson,Right,25.600000000000005,Fast,Good Length,,Flick,1,
,Wankhede,ODI,New Zealand,Rachin Rabindra,Left,26.1,Spin,Full Ball,,Cover Drive,1,
,Wankhede,ODI,New Zealand,Rachin Rabindra,Left,26.6,Spin,Good Length,,Flick,1,
,Wankhede,ODI,New Zealand,Lockie Ferguson,Right,27.1,Fast,Good Length,,Back Foot Defence,0,
,Wankhede,ODI,New Zealand,Lockie Ferguson,Right,27.2,Fast,Good Length,,Square Drive,1,
,Wankhede,ODI,New Zealand,Lockie Ferguson,Right,27.5,Fast,Good Length,,Off Drive,0,
,Wankhede,ODI,New Zealand,Lockie Ferguson,Right,27.6,Fast,Good Length,,Flick,1,
,Wankhede,ODI,New Zealand,Trent Boult,Left,28.1,Fast,Full Ball,134.1,Straight Drive,4,
,Wankhede,ODI,New Zealand,Trent Boult,Left,28.2,Fast,Short Ball,,Pull Shot,0,
,Wankhede,ODI,New Zealand,Trent Boult,Left,28.3,Fast,Good Length,,On Drive,1,
,Wankhede,ODI,New Zealand,Trent Boult,Left,28.5,Fast,Good Length,,Square Drive,0,
,Wankhede,ODI,New Zealand,Trent Boult,Left,28.6,Fast,Short Ball,,Pull Shot,0,
,Wankhede,ODI,New Zealand,Tim Southee,Right,29.2,Fast,Slower Ball,,Scoop Shot,6,
,Wankhede,ODI,New Zealand,Tim Southee,Right,29.3,Fast,Good Length,,On Drive,1,
,Wankhede,ODI,New Zealand,Tim Southee,Right,29.5,Fast,Good Length,,Off Drive,1,
,Wankhede,ODI,New Zealand,Trent Boult,Left,30.2,Fast,Short Ball,,Square Drive,4,
,Wankhede,ODI,New Zealand,Trent Boult,Left,30.3,Fast,Off Spin,,Off Drive,0,
,Wankhede,ODI,New Zealand,Trent Boult,Left,30.4,Fast,Good Length,,Flick,1,
,Wankhede,ODI,New Zealand,Glenn Phillips,Right,31.2,Spin,Good Length,,Flick,0,
,Wankhede,ODI,New Zealand,Glenn Phillips,Right,31.3,Spin,Good Length,,Flick,4,
,Wankhede,ODI,New Zealand,Glenn Phillips,Right,31.400000000000002,Spin,Good Length,,Flick,0,
,Wankhede,ODI,New Zealand,Glenn Phillips,Right,31.500000000000004,Spin,Full Ball,,Flick,0,
,Wankhede,ODI,New Zealand,Glenn Phillips,Right,31.600000000000005,Spin,Short Ball,,Flick,0,
,Wankhede,ODI,New Zealand,Tim Southee,Right,32.3,Fast,Short Ball,,Straight Drive,1,
,Wankhede,ODI,New Zealand,Tim Southee,Right,32.5,Fast,Good Length,,Off Drive,2,
,Wankhede,ODI,New Zealand,Tim Southee,Right,32.6,Fast,Full Ball,,Straight Drive,1,
,Wankhede,ODI,New Zealand,Glenn Phillips,Right,33.1,Spin,Full Ball,,Flick,1,
,Wankhede,ODI,New Zealand,Glenn Phillips,Right,33.3,Spin,Good Length,,Flick,1,
,Wankhede,ODI,New Zealand,Glenn Phillips,Right,33.6,Spin,Good Length,,Flick,0,
,Wankhede,ODI,New Zealand,Trent Boult,Left,35.1,Fast,Short Ball,,Pull Shot,4,
,Wankhede,ODI,New Zealand,Trent Boult,Left,35.2,Fast,Good Length,,Flick,1,
,Wankhede,ODI,New Zealand,Trent Boult,Left,35.5,Fast,Good Length,,Straight Drive,1,
,Wankhede,ODI,New Zealand,Mitchell Santner,Left,36.1,Spin,Full Ball,,Off Drive,1,
,Wankhede,ODI,New Zealand,Mitchell Santner,Left,36.3,Spin,Good Length,,Flick,1,
,Wankhede,ODI,New Zealand,Mitchell Santner,Left,36.6,Spin,Short Ball,,Square Drive,1,
,Wankhede,ODI,New Zealand,Trent Boult,Left,37.1,Fast,Good Length,,Leave,0,
,Wankhede,ODI,New Zealand,Trent Boult,Left,37.2,Fast,Short Ball,,Pull Shot,1,
,Wankhede,ODI,New Zealand,Trent Boult,Left,37.4,Fast,Slower Ball,,Straight Drive,1,
,Wankhede,ODI,New Zealand,Trent Boult,Left,37.6,Fast,Bouncer,,Pull Shot,1,
,Wankhede,ODI,New Zealand,Mitchell Santner,Left,38.1,Spin,Good Length,,Square Drive,0,
,Wankhede,ODI,New Zealand,Mitchell Santner,Left,38.2,Spin,Short Ball,,Back Foot Defence,1,
,Wankhede,ODI,New Zealand,Mitchell Santner,Left,38.4,Spin,Good Length,,Square Drive,0,
,Wankhede,ODI,New Zealand,Mitchell Santner,Left,38.5,Spin,Short Ball,,Square Drive,0,
,Wankhede,ODI,New Zealand,Mitchell Santner,Left,38.6,Spin,Good Length,,Front Foot Defence,0,
,Wankhede,ODI,New Zealand,Lockie Ferguson,Right,39.2,Fast,Short Ball,,Pull Shot,1,
,Wankhede,ODI,New Zealand,Lockie Ferguson,Right,39.5,Fast,Short Ball,,Flick,1,
,Wankhede,ODI,New Zealand,Rachin Rabindra,Left,40.2,Spin,Full Ball,,Square Drive,1,
,Wankhede,ODI,New Zealand,Rachin Rabindra,Left,40.4,Spin,Full Ball,,Off Drive,1,
,Wankhede,ODI,New Zealand,Lockie Ferguson,Right,41.2,Fast,Slower Ball,,Pull Shot,1,
,Wankhede,ODI,New Zealand,Lockie Ferguson,Right,41.4,Fast,Short Ball,131.2,Pull Shot,2,
,Wankhede,ODI,New Zealand,Lockie Ferguson,Right,41.5,Fast,Short Ball,,Pull Shot,2,
,Wankhede,ODI,New Zealand,Lockie Ferguson,Right,41.6,Fast,Good Length,,Pull Shot,4,
,Wankhede,ODI,New Zealand,Rachin Rabindra,Left,42.5,Spin,Good Length,,Cover Drive,1,
,Wankhede,ODI,New Zealand,Tim Southee,Right,43.3,Fast,Good Length,,Scoop Shot,2,
,Wankhede,ODI,New Zealand,Tim Southee,Right,43.4,Fast,Slower Ball,,Pull Shot,6,
,Wankhede,ODI,New Zealand,Tim Southee,Right,43.5,Fast,Short Ball,,Flick,2,
,Wankhede,ODI,New Zealand,Tim Southee,Right,43.6,Fast,Full Ball,,Scoop Shot,W,Caught
2023-11-19 00:00:00,Ahmedabad,ODI,Australia,Mitchell Starc,Left,4.3,Fast,Good Length,,Leave,0,
,Ahmedabad,ODI,Australia,Mitchell Starc,Left,4.4,Fast,Good Length,,Forward Defence,0,
,Ahmedabad,ODI,Australia,Mitchell Starc,Left,4.5,Fast,Full Ball,,On Drive,1,
,Ahmedabad,ODI,Australia,Josh Hazlewood,Right,5.1,Fast,Good Length,,Forward Defence,0,
,Ahmedabad,ODI,Australia,Josh Hazlewood,Right,5.2,Fast,Good Length,,Leave,0,
,Ahmedabad,ODI,Australia,Josh Hazlewood,Right,5.3,Fast,Good Length,,Flick,1,
,Ahmedabad,ODI,Australia,Josh Hazlewood,Right,5.5,Fast,Full Ball,,Flick,0,
,Ahmedabad,ODI,Australia,Josh Hazlewood,Right,5.6,Fast,Good Length,,Cover Drive,1,
,Ahmedabad,ODI,Australia,Mitchell Starc,Left,6.1,Fast,Good Length,,Pull Shot,4,
,Ahmedabad,ODI,Australia,Mitchell Starc,Left,6.2,Fast,Short Ball,138,Flick,4,
,Ahmedabad,ODI,Australia,Mitchell Starc,Left,6.3,Fast,Full Ball,,Cover Drive,4,
,Ahmedabad,ODI,Australia,Mitchell Starc,Left,6.4,Fast,Good Length,,Forward Defence,0,
,Ahmedabad,ODI,Australia,Mitchell Starc,Left,6.5,Fast,Full Ball,,On Drive,1,
,Ahmedabad,ODI,Australia,Pat Cummins,Right,8.5,Fast,Good Length,,Sweep,0,
,Ahmedabad,ODI,Australia,Pat Cummins,Right,8.6,Fast,Outswinger,,Cover Drive,2,
,Ahmedabad,ODI,Australia,Pat Cummins,Right,10.1,Fast,Good Length,,On Drive,1,
,Ahmedabad,ODI,Australia,Pat Cummins,Right,10.6,Fast,Short Ball,,Pull Shot,0,
,Ahmedabad,ODI,Australia,Adam Zampa,Right,11.2,Spin,Leg Spin,,Flick,1,
,Ahmedabad,ODI,Australia,Adam Zampa,Right,11.4,Spin,Leg Spin,,Flick,1,
,Ahmedabad,ODI,Australia,Pat Cummins,Right,12.6,Fast,Slower Ball,,Paddle Sweep,1,
,Ahmedabad,ODI,Australia,Adam Zampa,Right,13.1,Spin,Good Length,,Front Foot Defence,1,
,Ahmedabad,ODI,Australia,Adam Zampa,Right,13.3,Spin,Full Toss,,Front Foot Defence,1,
,Ahmedabad,ODI,Australia,Adam Zampa,Right,13.5,Spin,Full Toss,,Front Foot Defence,0,
,Ahmedabad,ODI,Australia,Adam Zampa,Right,13.6,Spin,Leg Spin,93.2,Front Foot Defence,1,
,Ahmedabad,ODI,Australia,Pat Cummins,Right,14.1,Fast,Short Ball,,Flick,1,
,Ahmedabad,ODI,Australia,Pat Cummins,Right,14.3,Fast,Short Ball,,Pull Shot,1,
,Ahmedabad,ODI,Australia,Adam Zampa,Right,15.1,Spin,Short Ball,,Back Foot Defence,1,
,Ahmedabad,ODI,Australia,Adam Zampa,Right,15.4,Spin,Googly,,Straight Drive,1,
,Ahmedabad,ODI,Australia,Pat Cummins,Right,16.2,Fast,Bouncer,,Leave,0,
,Ahmedabad,ODI,Australia,Pat Cummins,Right,16.3,Fast,Short Ball,,Pull Shot,1,
,Ahmedabad,ODI,Australia,Pat Cummins,Right,16.5,Fast,Good Length,,Front Foot Defence,0,
,Ahmedabad,ODI,Australia,Pat Cummins,Right,16.6,Fast,Short Ball,,Leave,0,
,Ahmedabad,ODI,Australia,Josh Hazlewood,Right,18.2,Fast,Short Ball,,Square Drive,1,
,Ahmedabad,ODI,Australia,Josh Hazlewood,Right,18.4,Fast,Short Ball,,Flick,1,
,Ahmedabad,ODI,Australia,Josh Hazlewood,Right,18.6,Fast,Short Ball,,Back Foot Defence,1,
,Ahmedabad,ODI,Australia,Mitchell Marsh,Right,19.1,Fast,Outswinger,,Off Drive,1,
,Ahmedabad,ODI,Australia,Mitchell Marsh,Right,19.6,Fast,Good Length,,Front Foot Defence,0,
,Ahmedabad,ODI,Australia,Josh Hazlewood,Right,20.3,Fast,Short Ball,,Flick,1,
,Ahmedabad,ODI,Australia,Josh Hazlewood,Right,20.5,Fast,Short Ball,,Back Foot Defence,1,
,Ahmedabad,ODI,Australia,Travis Head,Right,21.1,Spin,Off Spin,,Flick,1,
,Ahmedabad,ODI,Australia,Travis Head,Right,21.6,Spin,Off Spin,,Flick,0,
,Ahmedabad,ODI,Australia,Mitchell Starc,Left,22.5,Fast,Short Ball,,Flick,2,
,Ahmedabad,ODI,Australia,Mitchell Starc,Left,22.6,Fast,Short Ball,,Back Foot Defence,1,
,Ahmedabad,ODI,Australia,Mitchell Marsh,Right,23.1,Fast,Slower Ball,,Front Foot Defence,0,
,Ahmedabad,ODI,Australia,Mitchell Marsh,Right,23.2,Fast,Slower Ball,,Flick,1,
,Ahmedabad,ODI,Australia,Mitchell Marsh,Right,23.5,Fast,Full Ball,117.6,Flick,1,
,Ahmedabad,ODI,Australia,Glenn Maxwell,Right,24.1,Spin,Off Spin,,Flick,0,
,Ahmedabad,ODI,Australia,Glenn Maxwell,Right,24.2,Spin,Off Spin,,Flick,1,
,Ahmedabad,ODI,Australia,Glenn Maxwell,Right,24.5,Spin,Off Spin,,Flick,0,
,Ahmedabad,ODI,Australia,Glenn Maxwell,Right,24.6,Spin,Off Spin,94.5,Paddle Sweep,1,
,Ahmedabad,ODI,Australia,Adam Zampa,Right,25.1,Spin,Leg Spin,85.2,On Drive,1,
,Ahmedabad,ODI,Australia,Adam Zampa,Right,25.6,Spin,Leg Spin,,Front Foot Defence,0,
,Ahmedabad,ODI,Australia,Glenn Maxwell,Right,26.5,Spin,Off Spin,,Flick,1,
,Ahmedabad,ODI,Australia,Adam Zampa,Right,27.3,Spin,Leg Spin,,Flick,0,
,Ahmedabad,ODI,Australia,Adam Zampa,Right,27.4,Spin,Leg Spin,,Flick,1,
,Ahmedabad,ODI,Australia,Adam Zampa,Right,27.6,Spin,Leg Spin,,Flick,1,
,Ahmedabad,ODI,Australia,Pat Cummins,Right,28.1,Fast,Short Ball,,Flick,1,
,Ahmedabad,ODI,Australia,Pat Cummins,Right,28.3,Fast,Short Ball,,Pull Shot,W,Bowled
2024-08-02 00:00:00,Colombo,ODI,Sri Lanka,Dunith Wellalage,Left,12.5,Spin,Full Ball,81,Cover Drive,1,
,Colombo,ODI,Sri Lanka,Akila Dananjaya,Right,13.3,Spin,Leg Spin,,Back Foot Defence,0,
,Colombo,ODI,Sri Lanka,Akila Dananjaya,Right,13.4,Spin,Off Spin,,On Drive,1,
,Colombo,ODI,Sri Lanka,Akila Dananjaya,Right,13.6,Spin,Leg Spin,,Back Foot Defence,0,
,Colombo,ODI,Sri Lanka,Dunith Wellalage,Left,14.5,Spin,Full Ball,,Cover Drive,1,
,Colombo,ODI,Sri Lanka,Akila Dananjaya,Right,15.1,Spin,Full Ball,,On Drive,0,
,Colombo,ODI,Sri Lanka,Akila Dananjaya,Right,15.2,Spin,Full Ball,,Cover Drive,0,
,Colombo,ODI,Sri Lanka,Akila Dananjaya,Right,15.3,Spin,Googly,,Flick,1,
,Colombo,ODI,Sri Lanka,Wanindu Hasaranga,Right,16.1,Spin,Googly,,Back Foot Defence,0,
,Colombo,ODI,Sri Lanka,Wanindu Hasaranga,Right,16.2,Spin,Full Ball,,Straight Drive,1,
,Colombo,ODI,Sri Lanka,Wanindu Hasaranga,Right,16.4,Spin,Leg Spin,,Front Foot Defence,0,
,Colombo,ODI,Sri Lanka,Wanindu Hasaranga,Right,16.5,Spin,Good Length,,Flick,1,
,Colombo,ODI,Sri Lanka,Akila Dananjaya,Right,17.1,Spin,Full Ball,,Cover Drive,0,
,Colombo,ODI,Sri Lanka,Akila Dananjaya,Right,17.2,Spin,Leg Spin,,Off Drive,1,
,Colombo,ODI,Sri Lanka,Akila Dananjaya,Right,17.4,Spin,Good Length,,Flick,1,
,Colombo,ODI,Sri Lanka,Akila Dananjaya,Right,17.6,Spin,Full Ball,,Flick,0,
,Colombo,ODI,Sri Lanka,Wanindu Hasaranga,Right,18.6,Spin,Full Toss,,Flick,1,
,Colombo,ODI,Sri Lanka,Dunith Wellalage,Left,19.1,Spin,Full Ball,,Off Drive,1,
,Colombo,ODI,Sri Lanka,Wanindu Hasaranga,Right,20.1,Spin,Good Length,,Square Drive,0,
,Colombo,ODI,Sri Lanka,Wanindu Hasaranga,Right,20.2,Spin,Leg Spin,,Back Foot Defence,0,
,Colombo,ODI,Sri Lanka,Wanindu Hasaranga,Right,20.3,Spin,Googly,,Front Foot Defence,0,
,Colombo,ODI,Sri Lanka,Wanindu Hasaranga,Right,20.4,Spin,Leg Spin,,Sweep,1,
,Colombo,ODI,Sri Lanka,Wanindu Hasaranga,Right,20.6,Spin,Leg Spin,,Cover Drive,1,
,Colombo,ODI,Sri Lanka,Dunith Wellalage,Left,21.1,Spin,Good Length,,Front Foot Defence,0,
,Colombo,ODI,Sri Lanka,Dunith Wellalage,Left,21.2,Spin,Off Spin,84,Sweep,4,
,Colombo,ODI,Sri Lanka,Dunith Wellalage,Left,21.3,Spin,Good Length,,Flick,4,
,Colombo,ODI,Sri Lanka,Dunith Wellalage,Left,21.4,Spin,Short Ball,,Square Drive,1,
,Colombo,ODI,Sri Lanka,Dunith Wellalage,Left,21.6,Spin,Short Ball,,Square Drive,1,
