Date & Year,Stadium,Match format,Country,Bowler name,Bowling Hand,Over number,Bowler type,Delivery type,Speed of delivery,Shot played,Runs/W,Unnamed: 12,Unnamed: 13,Unnamed: 14
"23 Jan, 2019",Napier,ODI,New Zealand,Doug Bracewell,Right,16.4,Fast,Good length,,Square Drive,1,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Doug Bracewell,Right,16.6,Fast,Good length,,Flick,1,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Mitchell Santner,Left,17.1,Spin,Good length,,Square Drive,0,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Mitchell Santner,Left,17.2,Spin,Full ball,,Cover Drive,0,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Mitchell Santner,Left,17.3,Spin,Good length,,Cover Drive,0,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Mitchell Santner,Left,17.4,Spin,Good length,,Cover Drive,1,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Trent Boult,Left,18.1,Fast,Short Ball,,Pull Shot,1,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Trent Boult,Left,18.5,Fast,Good length,,Front Foot Defence,0,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Trent Boult,Left,18.6,Fast,Short Ball,,Back Foot Defence,0,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Mitchell Santner,Left,19.4,Spin,Good length,,Straight Drive,1,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Mitchell Santner,Left,19.6,Spin,Short Ball,,Square Drive,0,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Trent Boult,Left,20.3,Fast,Short Ball,,Pull Shot,1,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Trent Boult,Left,20.6,Fast,Bouncer,,Pull Shot,3,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Mitchell Santner,Left,21.1,Spin,Full ball,,Flick,0,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Mitchell Santner,Left,21.2,Spin,Good length,,Cover Drive,1,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Mitchell Santner,Left,21.4,Spin,Full ball,,Straight Drive,1,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Tim Southee,Right,22.1,Fast,Good length,,Flick,0,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Tim Southee,Right,22.2,Fast,Good length,,Flick,1,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Mitchell Santner,Left,23.3,Spin,Full ball,,Flick,1,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Tim Southee,Right,24.4,Fast,Good length,,Flick,0,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Tim Southee,Right,24.5,Fast,Good length,,Cover Drive,0,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Tim Southee,Right,24.6,Fast,Good length,,Flick,1,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Mitchell Santner,Left,25.1,Spin,Short Ball,,Paddle Sweep,1,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Mitchell Santner,Left,25.3,Spin,Good length,,Straight Drive,1,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Mitchell Santner,Left,25.5,Spin,Full ball,,Cover Drive,1,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Lockie Ferguson,Right,26.4,Fast,Full ball,146.0,Cover Drive,0,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Lockie Ferguson,Right,26.5,Fast,Short Ball,148.0,Square Drive,1,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Mitchell Santner,Left,27.3,Spin,Full ball,,Square Drive,2,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Mitchell Santner,Left,27.4,Spin,Full ball,,Cover Drive,0,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Mitchell Santner,Left,27.5,Spin,Full ball,,Straight Drive,1,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Lockie Ferguson,Right,28.2,Fast,Short Ball,144.0,Square Drive,0,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Lockie Ferguson,Right,28.3,Fast,Full ball,,On Drive,0,,,
"23 Jan, 2019",Napier,ODI,New Zealand,Lockie Ferguson,Right,28.4,Fast,Bouncer,,Pull Shot,0,Out,45/59,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Trent Boult,Left,25.3,Fast,Good length,,Front Foot Defence,0,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Trent Boult,Left,25.4,Fast,Good length,,Leave,0,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Trent Boult,Left,25.5,Fast,Short Ball,,Back Foot Defence,0,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Trent Boult,Left,25.6,Fast,Good length,,Front Foot Defence,0,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,26.5,Spin,Good length,,Off Drive,1,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Lockie Ferguson,Right,27.1,Fast,Good length,,Off Drive,0,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Lockie Ferguson,Right,27.2,Fast,Good length,,Back Foot Defence,0,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Lockie Ferguson,Right,27.3,Fast,Full ball,,Cover Drive,4,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Lockie Ferguson,Right,27.4,Fast,Short Ball,,Leave,0,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Lockie Ferguson,Right,27.5,Fast,Short Ball,,Pull Shot,4,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Lockie Ferguson,Right,27.6,Fast,Good length,,Off Drive,0,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,28.3,Spin,Short Ball,,Pull Shot,1,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,28.5,Spin,Short Ball,,Paddle Sweep,0,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,28.6,Spin,Short Ball,,Square Drive,2,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Doug Bracewell,Right,30.2,Fast,Short Ball,,Back Foot Defence,0,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Doug Bracewell,Right,30.3,Fast,Slower,,Cover Drive,4,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Doug Bracewell,Right,30.4,Fast,Good length,,Paddle Sweep,0,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Doug Bracewell,Right,30.5,Fast,Good length,,Flick,0,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Doug Bracewell,Right,30.6,Fast,Good length,,Square Drive,0,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Doug Bracewell,Right,32.1,Fast,Good length,,Back Foot Defence,0,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Doug Bracewell,Right,32.2,Fast,Good length,,Flick,1,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Doug Bracewell,Right,32.4,Fast,Short Ball,,Paddle Sweep,0,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Doug Bracewell,Right,32.5,Fast,Good length,,Flick,0,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Colin de Grandhomme,Right,33.1,Fast,Good length,,Off Drive,1,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Colin de Grandhomme,Right,33.3,Fast,Good length,,Flick,2,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Colin de Grandhomme,Right,33.4,Fast,Offcutter,,Paddle Sweep,1,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Colin de Grandhomme,Right,33.6,Fast,Short Ball,,Square Drive,1,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Doug Bracewell,Right,34.1,Fast,Slower,,Straight Drive,4,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Doug Bracewell,Right,34.2,Fast,Short Ball,,Pull Shot,4,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Doug Bracewell,Right,34.3,Fast,Good length,,Flick,0,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Doug Bracewell,Right,34.4,Fast,Slower,,Flick,1,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Doug Bracewell,Right,34.6,Fast,Good length,,Flick,1,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Colin de Grandhomme,Right,35.1,Fast,Good length,,Flick,1,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Colin de Grandhomme,Right,35.4,Fast,Slower,,Flick,1,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Colin de Grandhomme,Right,35.6,Fast,Good length,,Flick,1,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,36.1,Spin,Good length,,Front Foot Defence,0,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,36.2,Spin,Good length,,Straight Drive,1,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,36.4,Spin,Good length,,Flick,1,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,36.6,Spin,Good length,,Square Drive,1,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Colin de Grandhomme,Right,37.1,Fast,Good length,,Flick,1,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Colin de Grandhomme,Right,37.3,Fast,Good length,,Off Drive,1,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,38.1,Spin,Good length,,Square Drive,1,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,38.3,Spin,Good length,,Flick,1,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,38.6,Spin,Good length,,Straight Drive,1,,,
"26 Jan, 2019",Mount Maunganu,ODI,New Zealand,Trent Boult,Left,39.1,Fast,Short Ball,,Pull Shot,0,Out,43/44,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Trent Boult,Left,8.3,Fast,Good length,,Front Foot Defence,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Trent Boult,Left,8.4,Fast,Full ball,,Flick,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Trent Boult,Left,8.5,Fast,Good length,,Leave,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Trent Boult,Left,8.6,Fast,Good length,,Leave,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Doug Bracewell,Right,9.6,Fast,Full ball,,Front Foot Defence,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Trent Boult,Left,10.6,Fast,Good length,,Square Drive,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,11.2,Spin,Full ball,,Off Drive,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,11.3,Spin,Full ball,,Straight Drive,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,11.5,Spin,Good length,,Square Drive,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Lockie Ferguson,Right,12.2,Fast,Short Ball,,Square Drive,4,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Lockie Ferguson,Right,12.3,Fast,Good length,,Square Drive,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Lockie Ferguson,Right,12.4,Fast,Good length,,Cover Drive,2,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Lockie Ferguson,Right,12.5,Fast,Full ball,,Flick,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,13.5,Spin,Good length,,Flick,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,13.6,Spin,Full ball,,Straight Drive,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Lockie Ferguson,Right,14.1,Fast,Good length,,Square Drive,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Lockie Ferguson,Right,14.2,Fast,Good length,,Flick,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Lockie Ferguson,Right,14.5,Fast,Short Ball,,Flick,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,15.1,Spin,Short Ball,,Square Drive,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,15.4,Spin,Short Ball,,Square Drive,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,15.5,Spin,Good length,,Front Foot Defence,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,15.6,Spin,Good length,,Back Foot Defence,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,16.1,Spin,Short Ball,,Square Drive,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,16.2,Spin,Good length,,Square Drive,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,16.3,Spin,Good length,,Straight Drive,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,16.6,Spin,Good length,,Straight Drive,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,17.1,Spin,Good length,,Back Foot Defence,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,17.2,Spin,Full ball,,Front Foot Defence,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,17.3,Spin,Good length,,Off Drive,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,17.6,Spin,Short Ball,,Square Drive,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,18.3,Spin,Good length,,Square Drive,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,18.5,Spin,Full ball,,Cover Drive,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,19.2,Spin,Good length,,Off Drive,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,19.3,Spin,Short Ball,,Square Drive,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,19.4,Spin,Good length,,Front Foot Defence,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,19.5,Spin,Good length,,Sweep,4,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,19.6,Spin,Good length,,Straight Drive,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,20.1,Spin,Full ball,,Flick,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,20.2,Spin,Short Ball,,Pull Shot,4,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,20.3,Spin,Good length,,Back Foot Defence,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,20.5,Spin,Good length,,Back Foot Defence,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,20.6,Spin,Googly,,Square Drive,4,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Doug Bracewell,Right,21.6,Fast,Short Ball,,Square Drive,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,22.1,Spin,Good length,,Cover Drive,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,22.3,Spin,Full ball,,Cover Drive,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Ish Sodhi,Right,22.5,Spin,Good length,,Cover Drive,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Lockie Ferguson,Right,23.6,Fast,Short Ball,,Square Drive,4,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,24.2,Spin,Good length,,Front Foot Defence,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,24.3,Spin,Good length,,Front Foot Defence,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,24.4,Spin,Good length,,Front Foot Defence,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,24.5,Spin,Short Ball,,Back Foot Defence,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,24.6,Spin,Full ball,,Flick,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Lockie Ferguson,Right,25.1,Fast,Short Ball,,Back Foot Defence,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Lockie Ferguson,Right,25.2,Fast,Bouncer,,Pull Shot,6,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Lockie Ferguson,Right,25.3,Fast,Short Ball,,Flick,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Lockie Ferguson,Right,25.4,Fast,Good length,,Flick,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Lockie Ferguson,Right,25.5,Fast,Short Ball,,Flick,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,26.1,Spin,Short Ball,,Back Foot Defence,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,26.3,Spin,Short Ball,,Square Drive,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,26.4,Spin,Short Ball,,Leave,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,26.5,Spin,Good length,,Back Foot Defence,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Lockie Ferguson,Right,27.1,Fast,Bouncer,,Leave,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Lockie Ferguson,Right,27.2,Fast,Good length,,Flick,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Lockie Ferguson,Right,27.3,Fast,Good length,,Off Drive,4,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Lockie Ferguson,Right,27.4,Fast,Short Ball,,Square Drive,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,28.1,Spin,Good length,,Flick,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,28.2,Spin,Good length,,Cover Drive,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,28.3,Spin,Good length,,Sweep,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Trent Boult,Left,29.1,Fast,Good length,,Front Foot Defence,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Trent Boult,Left,29.5,Fast,Short Ball,,Square Drive,0,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Trent Boult,Left,29.6,Fast,Good length,,Square Drive,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Mitchell Santner,Left,30.1,Spin,Short Ball,,Square Drive,1,,,
"28 Jan, 2019",Mount Maunganu,ODI,New Zealand,Trent Boult,Left,31.1,Fast,Good length,,Off Drive,0,Out,60/73,
"2 March, 2019",Hyderabad,ODI,Australia,Nathan Coulter‑Nile,Right,1.2,Fast,Full ball,,Front Foot Defence,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Nathan Coulter‑Nile,Right,1.3,Fast,Outswinger,,Leave,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Nathan Coulter‑Nile,Right,1.4,Fast,Good length,,Front Foot Defence,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Nathan Coulter‑Nile,Right,1.5,Fast,Outswinger,,Leave,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Nathan Coulter‑Nile,Right,1.6,Fast,Good length,,Leave,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Jhye Richardson,Right,2.4,Fast,Good length,,Front Foot Defence,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Jhye Richardson,Right,2.5,Fast,Full ball,,Sweep,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Jhye Richardson,Right,2.6,Fast,Good length,,Off Drive,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Jhye Richardson,Right,4.1,Fast,Good length,,On Drive,1,,,
"2 March, 2019",Hyderabad,ODI,Australia,Nathan Coulter‑Nile,Right,5.1,Fast,Good length,,Cover Drive,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Nathan Coulter‑Nile,Right,5.2,Fast,Full ball,,Paddle Sweep ,4,,,
"2 March, 2019",Hyderabad,ODI,Australia,Nathan Coulter‑Nile,Right,5.3,Fast,Good length,,Front Foot Defence,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Nathan Coulter‑Nile,Right,5.4,Fast,Good length ,,Front Foot Defence,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Nathan Coulter‑Nile,Right,5.5,Fast,Short Ball,,Pull Shot,4,,,
"2 March, 2019",Hyderabad,ODI,Australia,Nathan Coulter‑Nile,Right,5.6,Fast,Good length,,Front Foot Defence,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Pat Cummins,Right,7.1,Fast,Inswinger,,Leave,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Pat Cummins,Right,7.2,Fast,Outswinger,,Leave,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Pat Cummins,Right,7.5,Fast,Inswinger,,Back Foot Defence,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Pat Cummins,Right,7.6,Fast,Short Ball,,Front Foot Defence,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Pat Cummins,Right,9.4,Fast,Short Ball,,Pull Shot,6,,,
"2 March, 2019",Hyderabad,ODI,Australia,Pat Cummins,Right,9.5,Fast,Inswinger,,Front Foot Defence,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Pat Cummins,Right,9.6,Fast,Inswinger,,Square Drive,1,,,
"2 March, 2019",Hyderabad,ODI,Australia,Jhye Richardson,Right,10.1,Fast,Good length,,Front Foot Defence,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Jhye Richardson,Right,10.2,Fast,Full ball,,Straight Drive,4,,,
"2 March, 2019",Hyderabad,ODI,Australia,Jhye Richardson,Right,10.3,Fast,Good length,,Flick,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Jhye Richardson,Right,10.4,Fast,Good length,,Front Foot Defence,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Jhye Richardson,Right,10.5,Fast,Good length,,Flick,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Jhye Richardson,Right,10.6,Fast,Good length,,Paddle Sweep,2,,,
"2 March, 2019",Hyderabad,ODI,Australia,Pat Cummins,Right,11.6,Fast,Good length,,Cover Drive,1,,,
"2 March, 2019",Hyderabad,ODI,Australia,Adam Zampa,Right,12.1,Spin ,Off spin,,Cover Drive,1,,,
"2 March, 2019",Hyderabad,ODI,Australia,Adam Zampa,Right,12.3,Spin ,Off spin,,Off Drive,1,,,
"2 March, 2019",Hyderabad,ODI,Australia,Adam Zampa,Right,12.5,Spin ,Off spin,,Defend straight,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Adam Zampa,Right,12.6,Spin ,Off spin,,Leave,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Pat Cummins,Right,13.6,Fast,Good length,,On Drive,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Adam Zampa,Right,14.2,Spin,Googly,,On Drive,4,,,
"2 March, 2019",Hyderabad,ODI,Australia,Adam Zampa,Right,14.3,Spin,Off spin,,Off Drive,2,,,
"2 March, 2019",Hyderabad,ODI,Australia,Adam Zampa,Right,14.4,Spin,Off spin,,Cover Drive,1,,,
"2 March, 2019",Hyderabad,ODI,Australia,Marcus Stoinis,Right,15.1,Fast,Good length,,On Drive,1,,,
"2 March, 2019",Hyderabad,ODI,Australia,Marcus Stoinis,Right,15.3,Fast,Good length,,Cover Drive,1,,,
"2 March, 2019",Hyderabad,ODI,Australia,Marcus Stoinis,Right,15.6,Fast,Good length,,Flick to midwicket,1,,,
"2 March, 2019",Hyderabad,ODI,Australia,Adam Zampa,Right,16.1,Spin,Off spin,,Front Foot Defence,0,,,
"2 March, 2019",Hyderabad,ODI,Australia,Adam Zampa,Right,16.2,Spin,Short Ball,,Pull Shot,1,,,
"2 March, 2019",Hyderabad,ODI,Australia,Adam Zampa,Right,16.4,Spin,Off spin ,,Flick,4,,,
"2 March, 2019",Hyderabad,ODI,Australia,Adam Zampa,Right,16.5,Spin,Full ball,,Straight Drive,4,,,
"2 March, 2019",Hyderabad,ODI,Australia,Adam Zampa,Right,16.6,Spin,Full ball,,Front Foot Defence,0,Out,44/45,
"5 March, 2019",Nagpur,ODI,Australia,Pat Cummins,Right,2.1,Fast,Short Ball,,Leave,0,,,
"5 March, 2019",Nagpur,ODI,Australia,Pat Cummins,Right,2.2,Fast,Good length,141.0,Square Drive,1,,,
"5 March, 2019",Nagpur,ODI,Australia,Nathan Coulter-Nile,Right,3.1,Fast,Full ball,138.0,Cover Drive,0,,,
"5 March, 2019",Nagpur,ODI,Australia,Nathan Coulter-Nile,Right,3.2,Fast,Full ball,,Straight Drive,4,,,
"5 March, 2019",Nagpur,ODI,Australia,Nathan Coulter-Nile,Right,3.3,Fast,Full ball,,Cover Drive,0,,,
"5 March, 2019",Nagpur,ODI,Australia,Nathan Coulter-Nile,Right,3.4,Fast,Full ball,,Flick,4,,,
"5 March, 2019",Nagpur,ODI,Australia,Nathan Coulter-Nile,Right,3.5,Fast,Good length,,Front Foot Defence,0,,,
"5 March, 2019",Nagpur,ODI,Australia,Nathan Coulter-Nile,Right,3.6,Fast,Full ball,,Flick,0,,,
"5 March, 2019",Nagpur,ODI,Australia,Nathan Coulter-Nile,Right,5.1,Fast,Good length,,Front Foot Defence,0,,,
"5 March, 2019",Nagpur,ODI,Australia,Nathan Coulter-Nile,Right,5.2,Fast,Full ball,,Off Drive,0,,,
"5 March, 2019",Nagpur,ODI,Australia,Nathan Coulter-Nile,Right,5.3,Fast,Full ball,,Square Drive,1,,,
"5 March, 2019",Nagpur,ODI,Australia,Glenn Maxwell,Right,6.1,Spin,Off spin,,Flick,1,,,
"5 March, 2019",Nagpur,ODI,Australia,Glenn Maxwell,Right,6.3,Spin,Off spin,,Flick,1,,,
"5 March, 2019",Nagpur,ODI,Australia,Adam Zampa,Right,7.1,Spin,Short Ball,,Pull Shot,2,,,
"5 March, 2019",Nagpur,ODI,Australia,Adam Zampa,Right,7.2,Spin,Full toss,,Off Drive,1,,,
"5 March, 2019",Nagpur,ODI,Australia,Adam Zampa,Right,7.4,Spin,Off spin,,Flick,1,,,
"5 March, 2019",Nagpur,ODI,Australia,Glenn Maxwell,Right,10.1,Spin,Off spin,,Leave,0,,,
