Date & Year,Stadium,Match format,Country,Bowler name,Bowling Hand,Over number,Bowler type,Delivery type,Speed of delivery,Shot played,Runs/W,Unnamed: 12,Unnamed: 13,Unnamed: 14
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,8.3,Fast,Full ball,,Cover Drive,4,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,8.4,Fast,Full ball,,Cover Drive,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,8.5,Fast,Good length,,On Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Jason Holder,Right,9.1,Fast,Full ball,,Straight Drive,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Jason Holder,Right,9.2,Fast,Good length,,Cover Drive,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Jason Holder,Right,9.3,Fast,Back of a length,,Flick,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Jason Holder,Right,9.5,Fast,Short Ball,,Pull Shot,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Obed McCoy,Left,10.1,Fast,Short Ball,,Pull Shot,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,11.1,Spin,Off spin,,Flick,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,11.2,Spin,Off spin,,Flick,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,11.5,Spin,Off spin,,Square Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Obed McCoy,Left,12.1,Fast,Good length,,Flick,4,,,
"27 Oct, 2018",Pune,ODI,West Indies,Obed McCoy,Left,12.2,Fast,Full ball,,Straight Drive,4,,,
"27 Oct, 2018",Pune,ODI,West Indies,Obed McCoy,Left,12.3,Fast,Good length,,Flick,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Obed McCoy,Left,12.5,Fast,Short Ball,,Cover Drive,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Obed McCoy,Left,12.6,Fast,Full ball,,Square Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,13.1,Spin,Off spin,,Flick,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,13.2,Spin,Off spin,,Flick,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,13.5,Spin,Off spin,,Flick,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,13.6,Spin,Off spin,,Flick,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,14.2,Spin,Off spin,,Square Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,14.5,Spin,Off spin,,Front Foot Defence,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,14.6,Spin,Full ball,,Straight Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,15.1,Spin,Off spin,,Flick,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,15.5,Spin,Off spin,,Straight Drive,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,15.6,Spin,Off spin,,Leave,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,16.5,Spin,Off spin,,Square Drive,2,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,16.6,Spin,Off spin,,Straight Drive,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,17.4,Spin,Off spin,,Straight Drive,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,17.5,Spin,Off spin,,Square Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,18.1,Spin,Off spin,,Square Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,18.4,Spin,Off spin,,Square Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,18.6,Spin,Off spin,,Square Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,19.1,Spin,Off spin,,Straight Drive,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,19.2,Spin,Off spin,,On Drive,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,19.3,Spin,Off spin,,Pull Shot,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,19.6,Spin,Off spin,,Flick,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,20.4,Spin,Off spin,,Cover Drive,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,20.5,Spin,Off spin,,Flick,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,20.6,Spin,Off spin,,Square Drive,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,21.2,Spin,Off spin,,Pull Shot,4,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,21.3,Spin,Off spin,,Flick,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,21.5,Spin,Off spin,,Flick,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,22.1,Spin,Off spin,,Square Drive,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,22.2,Spin,Off spin,,Flick,2,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,22.3,Spin,Off spin,,Square Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,22.6,Spin,Off spin,,On Drive,6,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,23.5,Spin,Off spin,,Flick,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,24.3,Spin,Off spin,,Square Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,24.6,Spin,Off spin,,Flick,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Obed McCoy,Left,25.1,Fast,Short Ball,,Flick,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Obed McCoy,Left,25.6,Fast,Short Ball,,Square Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,26.1,Spin,Full ball,,Front Foot Defence,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,26.2,Spin,Off spin,,Cover Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Obed McCoy,Left,27.1,Fast,Slower,,Flick,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Obed McCoy,Left,27.3,Fast,Short Ball,,Square Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,28.1,Spin,Off spin,,Straight Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,28.5,Spin,Off spin,,Cover Drive,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,28.6,Spin,Off spin,,Square Drive,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,29.2,Spin,Off spin,,Flick,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,29.5,Spin,Off spin,,Flick,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,29.6,Spin,Off spin,,Flick,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,30.1,Spin,Off spin,,Square Drive,4,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,30.2,Spin,Off spin,,On Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,30.5,Spin,Off spin,,Square Drive,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,30.6,Spin,Off spin,,Straight Drive,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,31.3,Spin,Off spin,,Pull Shot,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,31.4,Spin,Off spin,,Straight Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,31.6,Spin,Off spin,,Flick,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,32.2,Spin,Off spin,,Straight Drive,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,32.3,Spin,Off spin,,Straight Drive,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,32.4,Spin,Off spin,,On Drive,4,,,
"27 Oct, 2018",Pune,ODI,West Indies,Fabian Allen,Left,32.5,Spin,Off spin,,Square Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,33.1,Spin,Off spin,,Flick,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,33.2,Spin,Off spin,,Flick,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Ashley Nurse,Right,33.3,Spin,Off spin,,Square Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,34.1,Fast,Short Ball,,Scoop Shot,4,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,34.2,Fast,Short Ball,,Square Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,34.5,Fast,Full ball,,Flick,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,34.6,Fast,Back of a length,,Square Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Jason Holder,Right,35.1,Fast,Short Ball,,Flick,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Jason Holder,Right,35.2,Fast,Short Ball,,Pull Shot,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Jason Holder,Right,35.4,Fast,Back of a length,,Square Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,36.1,Fast,Back of a length,,Square Drive,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,36.2,Fast,Full ball,,On Drive,4,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,36.3,Fast,Back of a length,,Square Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,36.6,Fast,Short Ball,,Pull Shot,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Jason Holder,Right,37.1,Fast,Short Ball,,Pull Shot,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Jason Holder,Right,37.4,Fast,Back of a length,,Square Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,38.1,Fast,Short Ball,,Pull Shot,0,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,38.2,Fast,Full ball,,Cover Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Kemar Roach,Right,38.4,Fast,Back of a length,,Square Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Jason Holder,Right,39.1,Fast,Back of a length,,Flick,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Obed McCoy,Left,40.3,Fast,Full ball,,On Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Obed McCoy,Left,40.5,Fast,Back of a length,,Flick,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Marlon Samuels,Right,41.1,Spin,Off spin,,Cover Drive,1,,,
"27 Oct, 2018",Pune,ODI,West Indies,Marlon Samuels,Right,41.3,Spin,Off spin,,Pull Shot,0,Out,107,
"29 Oct, 2018",Braboume,ODI,West Indies,Keemo Paul,Right,11.6,Fast,Short Ball,,Front Foot Defence,0,,,
"29 Oct, 2018",Braboume,ODI,West Indies,Jason Holder,Right,12.2,Fast,Back of length,,Back Foot Defence,0,,,
"29 Oct, 2018",Braboume,ODI,West Indies,Jason Holder,Right,12.3,Fast,Full ball,,Straight Drive,0,,,
"29 Oct, 2018",Braboume,ODI,West Indies,Jason Holder,Right,12.4,Fast,Full ball,,Pull Shot,1,,,
"29 Oct, 2018",Braboume,ODI,West Indies,Jason Holder,Right,12.6,Fast,Good length,,Forward Defence,0,,,
"29 Oct, 2018",Braboume,ODI,West Indies,Keemo Paul,Right,13.3,Fast,Good length,,Forward Defence,0,,,
"29 Oct, 2018",Braboume,ODI,West Indies,Keemo Paul,Right,13.4,Fast,Yorker,,Square Drive,0,,,
"29 Oct, 2018",Braboume,ODI,West Indies,Keemo Paul,Right,13.5,Fast,Good length,,Pull Shot,4,,,
"29 Oct, 2018",Braboume,ODI,West Indies,Keemo Paul,Right,13.6,Fast,Short Ball,,Square Drive,1,,,
"29 Oct, 2018",Braboume,ODI,West Indies,Kemar Roach,Right,14.1,Fast,Good length,,Cover Drive,4,,,
"29 Oct, 2018",Braboume,ODI,West Indies,Kemar Roach,Right,14.2,Fast,Full ball,,Cover Drive,1,,,
"29 Oct, 2018",Braboume,ODI,West Indies,Kemar Roach,Right,14.4,Fast,Full ball,,Pull Shot,0,,,
"29 Oct, 2018",Braboume,ODI,West Indies,Kemar Roach,Right,14.5,Fast,Slower,,Pull Shot,1,,,
"29 Oct, 2018",Braboume,ODI,West Indies,Keemo Paul,Right,15.3,Fast,Short Ball,,Flick,1,,,
"29 Oct, 2018",Braboume,ODI,West Indies,Keemo Paul,Right,15.6,Fast,Good length,,Cover Drive,2,,,
"29 Oct, 2018",Braboume,ODI,West Indies,Kemar Roach,Right,16.2,Fast,Good length,,Square Drive,1,,,
"29 Oct, 2018",Braboume,ODI,West Indies,Kemar Roach,Right,16.4,Fast,Good length,,Square Drive,0,Out,16/17,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Oshane Thomas,Right,1.6,Fast,Full ball,,Straight Drive,4,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Oshane Thomas,Right,3.1,Fast,Short Ball,,Leave ,4,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Oshane Thomas,Right,3.2,Fast,Short Ball,,Back Foot Defence,0,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Oshane Thomas,Right,3.3,Fast,Full ball,,Cover Drive,4,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Oshane Thomas,Right,3.4,Fast,Back of length,,Back Foot Defence,0,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Oshane Thomas,Right,3.5,Fast,Good length,,Forward Defence,0,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Oshane Thomas,Right,3.6,Fast,Good length,,Forward Defence,0,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Kemar Roach,Right,4.3,Fast,Good length,,Forward Defence,0,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Kemar Roach,Right,4.4,Fast,Short Ball,,Pull Shot ,0,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Kemar Roach,Right,4.5,Fast,Short Ball,,Back Foot Defence,0,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Kemar Roach,Right,4.6,Fast,Good length,,Square Drive,0,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Oshane Thomas,Right,7.1,Fast,Back of length,,Back Foot Defence,0,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Oshane Thomas,Right,7.2,Fast,Short Ball,,Pull Shot,1,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Kemar Roach,Right,8.3,Fast,Good length,,Cover Drive,0,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Kemar Roach,Right,8.4,Fast,Good length,,Flick,2,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Kemar Roach,Right,8.5,Fast,Full ball,,Straight Drive,4,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Kemar Roach,Right,8.6,Fast,Good length,,Square Drive,0,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Keemo Paul,Right,9.3,Fast,Full ball,,Straight Drive,4,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Keemo Paul,Right,9.4,Fast,Good length,,Back Foot Defence,0,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Keemo Paul,Right,9.5,Fast,Full ball,,Square Drive,0,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Keemo Paul,Right,9.6,Fast,Good length,,Forward Defence,0,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Jason Holder,Right,10.5,Fast,Short Ball,,Pull Shot,1,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Keemo Paul,Right,11.4,Fast,Full ball,,Flick,1,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Devendra Bishoo,Left,12.4,Spin,Leg spin,,Flick,1,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Fabian Allen,Left,13.2,Spin,Full ball,,Cover Drive,0,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Fabian Allen,Left,13.3,Spin,Short Ball,,Straight Drive,1,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Fabian Allen,Left,13.5,Spin,Short Ball,,Pull Shot,1,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Devendra Bishoo,Left,14.2,Spin,Short Ball,,Square Drive,4,,,
"1 Nov, 2018",Thiruvananthapuram,ODI,West Indies,Devendra Bishoo,Left,14.3,Spin,Short Ball,,Square Drive,1,33*/29,,
"12 Jan, 2019",Sydney,ODI,Australia,Jason Behrendorff,Left,2.1,Fast,Good length,134.0,Leave,0,,,
"12 Jan, 2019",Sydney,ODI,Australia,Jason Behrendorff,Left,2.2,Fast,Full ball,135.0,On Drive,0,,,
"12 Jan, 2019",Sydney,ODI,Australia,Jason Behrendorff,Left,2.3,Fast,Full ball,,Cover Drive,2,,,
"12 Jan, 2019",Sydney,ODI,Australia,Jason Behrendorff,Left,2.4,Fast,Back of length,132.0,Front Foot Defence,0,,,
"12 Jan, 2019",Sydney,ODI,Australia,Jason Behrendorff,Left,2.5,Fast,Full ball,136.0,Square Drive,1,,,
"12 Jan, 2019",Sydney,ODI,Australia,Jhye Richardson,Right,3.1,Fast,Good length,134.0,Square Drive,0,,,
"12 Jan, 2019",Sydney,ODI,Australia,Jhye Richardson,Right,3.2,Fast,Good length,138.0,Flick,0,,,
"12 Jan, 2019",Sydney,ODI,Australia,Jhye Richardson,Right,3.3,Fast,Full ball,138.0,Flick,0,Out,00003/8,
"15 Jan, 2019",Adelaide,ODI,Australia,Peter Siddle,Right,8.3,Fast,Good length,,Leave,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Peter Siddle,Right,8.4,Fast,Full ball,,Flick,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Peter Siddle,Right,8.6,Fast,Full ball,,Flick,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Nathan Lyon,Right,10.1,Spin,Back of length,,Back Foot Defence,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Nathan Lyon,Right,10.3,Spin,Full ball,,On Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Nathan Lyon,Right,10.6,Spin,Back of length,,Back Foot Defence,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Jhye Richardson,Right,11.2,Fast,Back of length,,Front Foot Defence,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Jhye Richardson,Right,11.3,Fast,Good length,,Front Foot Defence,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Jhye Richardson,Right,11.4,Fast,Good length,,Front Foot Defence,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Jhye Richardson,Right,11.5,Fast,Back of length,,Straight Drive,4,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Jhye Richardson,Right,11.6,Fast,Full ball,,Off Drive,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Nathan Lyon,Right,12.3,Spin,Back of length,,Flick,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Nathan Lyon,Right,12.4,Spin,Back of length,,Flick,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Peter Siddle,Right,13.1,Fast,Full ball,,On Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Peter Siddle,Right,13.5,Fast,Full ball,,On Drive,4,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Peter Siddle,Right,13.6,Fast,Good length,,Square Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Nathan Lyon,Right,14.1,Spin,Back of length,93.0,Straight Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Nathan Lyon,Right,14.3,Spin,Good length,,Flick,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Nathan Lyon,Right,14.4,Spin,Full ball,,Flick,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Nathan Lyon,Right,14.5,Spin,Back of length,,Flick,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Peter Siddle,Right,15.1,Fast,Good length,,Flick,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Peter Siddle,Right,15.2,Fast,Good length,,Square Drive,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Peter Siddle,Right,15.3,Fast,Good length,,Square Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Peter Siddle,Right,15.6,Fast,Good length,,Square Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Nathan Lyon,Right,16.1,Spin,Good length,93.0,Square Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Nathan Lyon,Right,16.4,Spin,Short Ball,,Flick,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Marcus Stoinis,Right,17.4,Fast,Good length,131.0,Square Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Marcus Stoinis,Right,17.6,Fast,Good length,133.0,Square Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Nathan Lyon,Right,18.1,Spin,Good length,90.0,Flick,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Nathan Lyon,Right,18.2,Spin,Good length,91.0,Front Foot Defence,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Nathan Lyon,Right,18.3,Spin,Good length,89.0,Straight Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Marcus Stoinis,Right,19.1,Fast,Full ball,131.0,Straight Drive,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Marcus Stoinis,Right,19.2,Fast,Good length,131.0,Square Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Nathan Lyon,Right,20.1,Spin,Good length,90.0,Front Foot Defence,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Nathan Lyon,Right,20.2,Spin,Full ball,92.0,Front Foot Defence,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Nathan Lyon,Right,20.3,Spin,Googly ,89.0,On Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Nathan Lyon,Right,20.6,Spin,Full ball,,Square Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Marcus Stoinis,Right,21.1,Fast,Good length,131.0,Cover Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Marcus Stoinis,Right,21.6,Fast,Slower,115.0,Cover Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Peter Siddle,Right,22.1,Fast,Full ball,135.0,Pull Shot,2,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Peter Siddle,Right,22.2,Fast,Good length,137.0,Square Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Marcus Stoinis,Right,23.1,Fast,Bouncer,129.0,Leave,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Marcus Stoinis,Right,23.2,Fast,Good length,131.0,Square Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Nathan Lyon,Right,24.1,Spin,Good length,88.0,Forward Defence,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Nathan Lyon,Right,24.2,Spin,Short Ball,,Pull Shot,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Nathan Lyon,Right,24.3,Spin,Full ball,,Straight Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Nathan Lyon,Right,24.4,Spin,Full ball,,On Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Nathan Lyon,Right,24.6,Spin,Short Ball,,Flick,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Peter Siddle,Right,25.1,Fast,Good length,138.0,Off Drive,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Peter Siddle,Right,25.2,Fast,Short Ball,,Flick,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Peter Siddle,Right,25.5,Fast,Full ball,140.0,Pull Shot,2,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Peter Siddle,Right,25.6,Fast,Slower,119.0,Square Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Glenn Maxwell,Right,26.1,Fast,Short Ball,,Square Drive,2,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Glenn Maxwell,Right,26.2,Fast,Good length,,Flick,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Glenn Maxwell,Right,26.4,Spin,Full ball,,Straight Drive,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Glenn Maxwell,Right,26.5,Spin,Good length,,Flick,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Jhye Richardson,Right,27.1,Fast,Full ball,134.0,Straight Drive,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Jhye Richardson,Right,27.2,Fast,Short ball,137.0,Square Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Jhye Richardson,Right,27.4,Fast,Full ball,140.0,Straight Drive,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Jhye Richardson,Right,27.5,Fast,Good length,140.0,Cover Drive,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Jhye Richardson,Right,27.6,Fast,Short ball,,Square Cut,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Glenn Maxwell,Right,28.1,Spin,Full ball,,On Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Glenn Maxwell,Right,28.3,Spin,Short ball,,Pull Shot,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Glenn Maxwell,Right,28.6,Spin,Full ball,,Sweep,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Jhye Richardson,Right,29.6,Fast,Short ball,140.0,Square Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Glenn Maxwell,Right,30.1,Spin,Short ball,,Square Drive,2,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Glenn Maxwell,Right,30.2,Spin,Short ball,,Paddle Sweep,2,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Glenn Maxwell,Right,30.3,Spin,Full ball,,Straight Drive,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Glenn Maxwell,Right,30.5,Spin,Short ball,,Flick,0,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Glenn Maxwell,Right,30.6,Spin,Short ball,,Pull Shot,1,,,
"15 Jan, 2019",Adelaide,ODI,Australia,Jason Behrendorff,Left,31.1,Fast,Short ball,127.0,Forward Defence,0,,,
