Stadium,Match format,Bowling Hand,Over number,Bowler type,Delivery type,Bowler name,Runs/W
Ranchi,ODI,Right,21.6,Spin,Off Spin,James Tredwell,1
Ranchi,ODI,Right,22.1,Fast,Inswinger,Jade Dernbach,1
Ranchi,ODI,Right,23.1,Spin,Off Spin,James Tredwell,1
Ranchi,ODI,Right,23.4,Spin,Off Spin,James Tredwell,0
Ranchi,ODI,Right,23.5,Spin,Off Spin,James Tredwell,6
Ranchi,ODI,Right,23.6,Spin,Off Spin,James Tredwell,0
Ranchi,ODI,Right,24.1,Fast,Straight Seam,Jade Dernbach,0
Ranchi,ODI,Right,24.2,Fast,Straight Seam,Jade Dernbach,4
Ranchi,ODI,Right,24.3,Fast,Straight Seam,Jade Dernbach,0
Ranchi,ODI,Right,24.4,Fast,Straight Seam,Jade Dernbach,1
Ranchi,ODI,Right,25.1,Spin,Off Spin,James Tredwell,0
Ranchi,ODI,Right,25.2,Spin,Off Spin,James Tredwell,1
Ranchi,ODI,Right,26.1,Fast,Straight Seam,Steven Finn,2
Ranchi,ODI,Right,26.2,Fast,Straight Seam,Steven Finn,0
Ranchi,ODI,Right,26.3,Fast,Straight Seam,Steven Finn,1
Ranchi,ODI,Right,26.6,Fast,Straight Seam,Steven Finn,0
Mohali,ODI,Right,5.4,Fast,Inswinger,Tim Bresnen,0
Mohali,ODI,Right,5.5,Fast,Straight Seam,Tim Bresnen,0
Mohali,ODI,Right,5.6,Fast,Outswinger,Tim Bresnen,0
Mohali,ODI,Right,6.5,Fast,Straight Seam,Steven Finn,0
Mohali,ODI,Right,6.6,Fast,Inswinger,Steven Finn,0
Mohali,ODI,Right,7.3,Fast,Straight Seam,Tim Bresnen,0
Mohali,ODI,Right,7.4,Fast,Inswinger,Tim Bresnen,0
Mohali,ODI,Right,7.5,Fast,Straight Seam,Tim Bresnen,2
Mohali,ODI,Right,7.6,Fast,Outswinger,Tim Bresnen,0
Mohali,ODI,Right,10.1,Fast,Straight Seam,Steven Finn,0
Mohali,ODI,Right,10.2,Fast,Outswinger,Steven Finn,0
Mohali,ODI,Right,10.3,Fast,Outswinger,Steven Finn,0
Mohali,ODI,Right,10.4,Fast,Straight Seam,Steven Finn,0
Mohali,ODI,Right,10.5,Fast,Outswinger,Steven Finn,1
Mohali,ODI,Right,11.1,Fast,Inswinger,Jade Dernbach,1
Mohali,ODI,Right,11.3,Fast,Straight Seam,Jade Dernbach,1
Mohali,ODI,Right,12.1,Fast,Inswinger,Samit Patel,0
Mohali,ODI,Right,12.2,Fast,Inswinger,Samit Patel,0
Mohali,ODI,Right,12.3,Fast,Straight Seam,Samit Patel,0
Mohali,ODI,Right,12.4,Fast,Straight Seam,Samit Patel,4
Mohali,ODI,Right,12.5,Fast,Inswinger,Samit Patel,2
Mohali,ODI,Right,12.6,Fast,Straight Seam,Samit Patel,1
Mohali,ODI,Right,13.1,Fast,Straight Seam,Jade Dernbach,4
Mohali,ODI,Right,13.2,Fast,Inswinger,Jade Dernbach,1
Mohali,ODI,Right,13.4,Fast,Straight Seam,Jade Dernbach,0
Mohali,ODI,Right,13.5,Fast,Outswinger,Jade Dernbach,0
Mohali,ODI,Right,13.6,Fast,Inswinger,Jade Dernbach,1
Mohali,ODI,Right,14.1,Fast,Straight Seam,Samit Patel,1
Mohali,ODI,Right,14.5,Fast,Outswinger,Samit Patel,4
Mohali,ODI,Right,15.3,Fast,Straight Seam,Jade Dernbach,1
Mohali,ODI,Right,15.4,Fast,Outswinger,Jade Dernbach,1
Mohali,ODI,Right,16.1,Spin,Off Spin,James Tredwell,1
Mohali,ODI,Right,16.5,Spin,Off Spin,James Tredwell,W
Dharamsala,ODI,Right,3.4,Fast,Straight Seam,Tim Bresnen,W
Cardiff,ODI,Right,21.3,Fast,Straight Seam,Ryan McLaren,0
Cardiff,ODI,Right,21.4,Fast,Straight Seam,Ryan McLaren,0
Cardiff,ODI,Right,21.5,Fast,Inswinger,Ryan McLaren,1
Cardiff,ODI,Right,22.3,Spin,Straight Seam,Keegan Petersen,1
Cardiff,ODI,Right,22.5,Spin,Leg Spin,Keegan Petersen,0
Cardiff,ODI,Right,22.6,Spin,Leg Spin,Keegan Petersen,0
Cardiff,ODI,Left,23.2,Fast,Outswinger,Lonwabo Tsotsobe,0
Cardiff,ODI,Left,23.3,Fast,Inswinger,Lonwabo Tsotsobe,1
Cardiff,ODI,Right,24.1,Fast,Straight Seam,Rory Kleinveldt,1
Cardiff,ODI,Right,24.3,Fast,Outswinger,Rory Kleinveldt,1
Cardiff,ODI,Right,24.6,Fast,Straight Seam,Rory Kleinveldt,0
Cardiff,ODI,Left,25.3,Fast,Outswinger,Lonwabo Tsotsobe,2
Cardiff,ODI,Left,25.4,Fast,Outswinger,Lonwabo Tsotsobe,0
Cardiff,ODI,Left,25.5,Fast,Inswinger,Lonwabo Tsotsobe,1
Cardiff,ODI,Left,26.1,Spin,Off Spin,JP Duminy,1
Cardiff,ODI,Left,26.4,Spin,Off Spin,JP Duminy,0
Cardiff,ODI,Left,26.6,Spin,Off Spin,JP Duminy,0
Cardiff,ODI,Right,27.3,Fast,Straight Seam,Rory Kleinveldt,2
Cardiff,ODI,Right,27.4,Fast,Straight Seam,Rory Kleinveldt,1
Cardiff,ODI,Right,27.5,Fast,Straight Seam,Rory Kleinveldt,1
Cardiff,ODI,Left,28.1,Spin,Off Spin,JP Duminy,0
Cardiff,ODI,Left,28.2,Spin,Off Spin,JP Duminy,0
Cardiff,ODI,Left,28.3,Spin,Off Spin,JP Duminy,0
Cardiff,ODI,Left,28.4,Spin,Off Spin,JP Duminy,0
Cardiff,ODI,Left,28.5,Spin,Off Spin,JP Duminy,1
Cardiff,ODI,Right,29.1,Fast,Straight Seam,Rory Kleinveldt,1
Cardiff,ODI,Right,29.5,Fast,Outswinger,Rory Kleinveldt,0
Cardiff,ODI,Right,29.6,Fast,Outswinger,Rory Kleinveldt,0
Cardiff,ODI,Left,30.3,Spin,Off Spin,JP Duminy,0
Cardiff,ODI,Left,30.4,Spin,Off Spin,JP Duminy,0
Cardiff,ODI,Left,30.5,Spin,Off Spin,JP Duminy,1
Cardiff,ODI,Right,31.1,Fast,Straight Seam,Rory Kleinveldt,1
Cardiff,ODI,Right,31.3,Fast,Inswinger,Rory Kleinveldt,1
Cardiff,ODI,Left,32.1,Spin,Off Spin,JP Duminy,2
Cardiff,ODI,Left,32.2,Spin,Off Spin,JP Duminy,1
Cardiff,ODI,Left,32.6,Spin,Off Spin,JP Duminy,1
Cardiff,ODI,Right,33.1,Fast,Outswinger,Morne Morkel,4
Cardiff,ODI,Right,33.2,Fast,Straight Seam,Morne Morkel,4
Cardiff,ODI,Right,33.3,Fast,Inswinger,Morne Morkel,1
Cardiff,ODI,Right,33.6,Fast,Straight Seam,Morne Morkel,0
Cardiff,ODI,Left,34.2,Fast,Inswinger,Lonwabo Tsotsobe,W
The Oval,ODI,Right,15.4,Spin,Off Spin,Sunil Narine,4
The Oval,ODI,Right,15.5,Spin,Off Spin,Sunil Narine,1
The Oval,ODI,Right,16.1,Fast,Straight Seam,Ravi Rampaul,0
The Oval,ODI,Right,16.2,Fast,Straight Seam,Ravi Rampaul,1
The Oval,ODI,Right,16.5,Fast,Straight Seam,Ravi Rampaul,0
The Oval,ODI,Right,16.6,Fast,Straight Seam,Ravi Rampaul,0
The Oval,ODI,Right,17.5,Spin,Off Spin,Sunil Narine,4
The Oval,ODI,Right,17.6,Spin,Off Spin,Sunil Narine,0
The Oval,ODI,Right,18.2,Fast,Straight Seam,Ravi Rampaul,4
The Oval,ODI,Right,18.3,Fast,Straight Seam,Ravi Rampaul,0
The Oval,ODI,Right,18.4,Fast,Straight Seam,Ravi Rampaul,0
The Oval,ODI,Right,18.5,Fast,Straight Seam,Ravi Rampaul,0
The Oval,ODI,Right,18.6,Fast,Straight Seam,Ravi Rampaul,4
The Oval,ODI,Right,19.2,Spin,Off Spin,Sunil Narine,2
The Oval,ODI,Right,19.3,Spin,Off Spin,Sunil Narine,0
The Oval,ODI,Right,19.4,Spin,Off Spin,Sunil Narine,0
The Oval,ODI,Right,19.5,Spin,Off Spin,Sunil Narine,0
The Oval,ODI,Right,19.6,Spin,Doosra,Sunil Narine,W
Birmingham,ODI,Right,11.4,Spin,Off Spin,Mohammad Hafeez,1
Birmingham,ODI,Right,12.1,Fast,Outswinger,Wahab Riaz,0
Birmingham,ODI,Right,12.2,Fast,Straight Seam,Wahab Riaz,0
Birmingham,ODI,Right,12.3,Fast,Inswinger,Wahab Riaz,2
Birmingham,ODI,Right,12.4,Fast,Straight Seam,Wahab Riaz,0
Birmingham,ODI,Right,12.5,Fast,Inswinger,Wahab Riaz,0
Birmingham,ODI,Right,12.6,Fast,Straight Seam,Wahab Riaz,1
Birmingham,ODI,Right,13.1,Spin,Off Spin,Saeed Ajmal,0
Birmingham,ODI,Right,13.2,Spin,Off Spin,Saeed Ajmal,0
Birmingham,ODI,Right,13.3,Spin,Off Spin,Saeed Ajmal,1
Birmingham,ODI,Right,13.6,Spin,Off Spin,Saeed Ajmal,0
Birmingham,ODI,Right,15.1,Spin,Off Spin,Saeed Ajmal,0
Birmingham,ODI,Right,15.2,Spin,Off Spin,Saeed Ajmal,0
Birmingham,ODI,Right,15.3,Spin,Off Spin,Saeed Ajmal,1
Birmingham,ODI,Right,15.5,Spin,Off Spin,Saeed Ajmal,4
Birmingham,ODI,Right,15.6,Spin,Off Spin,Saeed Ajmal,1
Birmingham,ODI,Right,16.1,Fast,Straight Seam,Wahab Riaz,0
Birmingham,ODI,Right,16.2,Fast,Straight Seam,Wahab Riaz,1
Birmingham,ODI,Right,16.4,Fast,Straight Seam,Wahab Riaz,0
Birmingham,ODI,Right,16.5,Fast,Straight Seam,Wahab Riaz,1
Birmingham,ODI,Right,17.1,Spin,Off Spin,Saeed Ajmal,0
Birmingham,ODI,Right,17.2,Spin,Off Spin,Saeed Ajmal,1
Birmingham,ODI,Right,17.3,Spin,Off Spin,Saeed Ajmal,4
Birmingham,ODI,Right,17.4,Spin,Off Spin,Saeed Ajmal,0
Birmingham,ODI,Right,17.5,Spin,Off Spin,Saeed Ajmal,0
Birmingham,ODI,Right,18.5,Fast,Straight Seam,Wahab Riaz,0
Birmingham,ODI,Right,18.6,Fast,Straight Seam,Wahab Riaz,4
Cardiff,ODI,Left,17.2,Spin,Topspin ,Rangana Herath,0
Cardiff,ODI,Left,17.3,Spin,Topspin ,Rangana Herath,0
Cardiff,ODI,Left,17.4,Spin,Topspin ,Rangana Herath,0
Cardiff,ODI,Left,17.5,Spin,Topspin ,Rangana Herath,1
Cardiff,ODI,Right,18.3,Fast,Straight Seam,Angelo Mathews,0
Cardiff,ODI,Right,18.4,Fast,Straight Seam,Angelo Mathews,0
Cardiff,ODI,Right,18.5,Fast,Straight Seam,Angelo Mathews,1
Cardiff,ODI,Left,19.1,Spin,Topspin ,Rangana Herath,0
Cardiff,ODI,Left,19.2,Spin,Topspin ,Rangana Herath,0
Cardiff,ODI,Left,19.3,Spin,Topspin ,Rangana Herath,0
Cardiff,ODI,Left,19.4,Spin,Topspin ,Rangana Herath,0
Cardiff,ODI,Left,19.5,Spin,Topspin ,Rangana Herath,3
Cardiff,ODI,Right,20.1,Fast,Bouncer,Angelo Mathews,0
Cardiff,ODI,Right,20.2,Fast,Straight Seam,Angelo Mathews,0
Cardiff,ODI,Right,20.3,Fast,Straight Seam,Angelo Mathews,0
Cardiff,ODI,Right,20.4,Fast,Straight Seam,Angelo Mathews,2
Cardiff,ODI,Right,20.5,Fast,Straight Seam,Angelo Mathews,0
Cardiff,ODI,Right,20.6,Fast,Straight Seam,Angelo Mathews,0
Cardiff,ODI,Left,21.2,Spin,Topspin ,Rangana Herath,0
Cardiff,ODI,Left,21.3,Spin,Topspin ,Rangana Herath,1
Cardiff,ODI,Left,21.5,Spin,Topspin ,Rangana Herath,0
Cardiff,ODI,Left,21.6,Spin,Topspin ,Rangana Herath,0
Cardiff,ODI,Right,22.2,Fast,Inswinger,Lasith Malinga,1
Cardiff,ODI,Right,22.4,Fast,Bouncer,Lasith Malinga,2
Cardiff,ODI,Right,22.5,Fast,Outswinger,Lasith Malinga,1
Cardiff,ODI,Left,23.5,Spin,Topspin ,Rangana Herath,0
Cardiff,ODI,Left,23.6,Spin,Topspin ,Rangana Herath,1
Cardiff,ODI,Right,24.1,Fast,Inswinger,Lasith Malinga,0
Cardiff,ODI,Right,24.2,Fast,Inswinger,Lasith Malinga,0
Cardiff,ODI,Right,24.3,Fast,Inswinger,Lasith Malinga,0
Cardiff,ODI,Right,24.4,Fast,Straight Seam,Lasith Malinga,1
Cardiff,ODI,Right,25.3,Fast,Inswinger,Nuwan Kulasekara,0
Cardiff,ODI,Right,25.4,Fast,Yorker,Nuwan Kulasekara,1
Cardiff,ODI,Right,26.1,Fast,Yorker,Lasith Malinga,1
Cardiff,ODI,Right,26.3,Fast,Bouncer,Lasith Malinga,0
Cardiff,ODI,Right,26.4,Fast,Outswinger,Lasith Malinga,1
Cardiff,ODI,Right,27.3,Fast,Straight Seam,Thisara Perera,0
Cardiff,ODI,Right,27.4,Fast,Slower Ball,Thisara Perera,1
Cardiff,ODI,Right,28.2,Fast,Straight Seam,Nuwan Kulasekara,0
Cardiff,ODI,Right,28.3,Fast,Straight Seam,Nuwan Kulasekara,0
Cardiff,ODI,Right,28.4,Fast,Yorker,Nuwan Kulasekara,0
Cardiff,ODI,Right,28.5,Fast,Full Toss,Nuwan Kulasekara,4
Cardiff,ODI,Right,28.6,Fast,Inswinger,Nuwan Kulasekara,0
Cardiff,ODI,Right,29.4,Spin,Leg Spin,Jeevan Mendis,1
Cardiff,ODI,Right,29.6,Spin,Leg Spin,Jeevan Mendis,4
Cardiff,ODI,Right,30.3,Fast,Outswinger,Nuwan Kulasekara,1
Cardiff,ODI,Right,30.5,Fast,Outswinger,Nuwan Kulasekara,1
Cardiff,ODI,Right,31.2,Spin,Leg Spin,Jeevan Mendis,0
Cardiff,ODI,Right,31.3,Spin,Leg Spin,Jeevan Mendis,1
Cardiff,ODI,Right,32.1,Fast,Yorker,Lasith Malinga,4
Cardiff,ODI,Right,32.2,Fast,Yorker,Lasith Malinga,0
Cardiff,ODI,Right,32.3,Fast,Slower Ball,Lasith Malinga,2
Cardiff,ODI,Right,32.4,Fast,Full Toss,Lasith Malinga,0
Cardiff,ODI,Right,32.5,Fast,Bouncer,Lasith Malinga,4
Cardiff,ODI,Right,32.6,Fast,Inswinger,Lasith Malinga,1
Cardiff,ODI,Right,33.1,Spin,Googly,Jeevan Mendis,2
Cardiff,ODI,Right,33.2,Spin,Leg Spin,Jeevan Mendis,2
Cardiff,ODI,Right,33.3,Spin,Leg Spin,Jeevan Mendis,6
Cardiff,ODI,Right,33.4,Spin,Leg Spin,Jeevan Mendis,0
Cardiff,ODI,Right,33.5,Spin,Leg Spin,Jeevan Mendis,2
Cardiff,ODI,Right,33.6,Spin,Leg Spin,Jeevan Mendis,1
Cardiff,ODI,Right,34.1,Fast,Inswinger,Lasith Malinga,1
Cardiff,ODI,Right,34.3,Fast,Yorker,Lasith Malinga,2
Cardiff,ODI,Right,34.4,Fast,Bouncer,Lasith Malinga,1
